OppRk,Opponent,Result,Effect,Status,PctOfRanking,Date,Event,Win,Pts,OppPts,GameScore,PtDiff,OpponentRating,TeamRatingPostgame,GameValue,TeamRatingPregame,GameValueUsed,RatingsImpact,Team,TeamPOPS,OppPOPS
49,Utah,Win 13-10,5.52,Counts,0.0575,2022-05-07,Northwest D I College Mens Regionals 2022,1,13,10,328.14,3,1494.93,1727.08,1823.0700000000002,1721.56,1823.0700000000002,104.82652500000002,Oregon,0.5652173913043478,0.43478260869565216
43,Victoria,Win 13-8,17.51,Counts,0.0575,2022-05-08,Northwest D I College Mens Regionals 2022,1,13,8,496.16,5,1523.43,1715.09,2019.5900000000001,1697.58,2019.5900000000001,116.12642500000001,Oregon,0.6190476190476191,0.38095238095238093
10,Washington,Loss 10-11,3.19,Counts,0.0575,2022-05-08,Northwest D I College Mens Regionals 2022,0,10,11,-125,-1,1909.86,1729.41,1784.86,1726.22,1784.86,102.62945,Oregon,0.47619047619047616,0.5238095238095238
17,Texas,Loss 9-13,-14.83,Counts,0.0426,2022-03-19,Mens College Centex,0,9,13,-418.57,-4,1802.52,1731.93,1383.95,1746.76,1383.95,58.95627,McGill,0.4090909090909091,0.5909090909090909
70,Chicago,Win 11-6,7.38,Counts,0.0403,2022-03-19,Mens College Centex,1,11,6,546.69,5,1346.09,1709.72,1892.78,1702.34,1892.78,76.27903400000001,McGill,0.6470588235294118,0.35294117647058826
65,California-Santa Barbara,Win 12-8,4.95,Counts,0.0426,2022-03-19,Mens College Centex,1,12,8,441.15,4,1387.07,1712.16,1828.2199999999998,1707.21,1828.2199999999998,77.88217199999998,McGill,0.6,0.4
34,Oklahoma Christian,Win 15-10,13.46,Counts,0.0426,2022-03-20,Mens College Centex,1,15,10,453.6,5,1565.86,1703.64,2019.46,1690.18,2019.46,86.028996,McGill,0.6,0.4
54,Dartmouth,Win 11-7,8.86,Counts,0.0415,2022-03-20,Mens College Centex,1,11,7,466.89,4,1455.08,1708.24,1921.9699999999998,1699.38,1921.9699999999998,79.761755,McGill,0.6111111111111112,0.3888888888888889
17,Texas,Loss 10-12,-6.8,Counts,0.0426,2022-03-20,Mens College Centex,0,10,12,-238.12,-2,1802.52,1723.9,1564.4,1730.7,1564.4,66.64344,McGill,0.45454545454545453,0.5454545454545454
79,Maine,Win 15-5,9.19,Counts,0.0537,2022-04-16,Greater New England D I College Mens CC 2022,1,15,5,600,10,1279.04,1707.91,1879.04,1698.72,1879.04,100.90444799999999,McGill,0.75,0.25
8,Massachusetts,Loss 9-10,7.28,Counts,0.0537,2022-04-16,Greater New England D I College Mens CC 2022,0,9,10,-125,-1,1970.45,1709.82,1845.45,1702.54,1845.45,99.10066499999999,McGill,0.47368421052631576,0.5263157894736842
54,Dartmouth,Win 12-7,14.66,Counts,0.0537,2022-04-16,Greater New England D I College Mens CC 2022,1,12,7,520.51,5,1455.08,1702.44,1975.59,1687.78,1975.59,106.08918299999999,McGill,0.631578947368421,0.3684210526315789
8,Massachusetts,Loss 7-15,-19.67,Counts,0.0537,2022-04-17,Greater New England D I College Mens CC 2022,0,7,15,-600,-8,1970.45,1736.77,1370.45,1756.44,1370.45,73.593165,McGill,0.3181818181818182,0.6818181818181818
1,Brown,Loss 9-15,0.02,Counts,0.0537,2022-04-17,Greater New England D I College Mens CC 2022,0,9,15,-515.48,-6,2232.98,1717.08,1717.5,1717.06,1717.5,92.22975,McGill,0.375,0.625
79,Maine,Win 13-1,11.04,Counts,0.0638,2022-05-07,New England D I College Mens Regionals 2022,1,13,1,600,12,1279.04,1706.06,1879.04,1695.02,1879.04,119.882752,McGill,0.9285714285714286,0.07142857142857142
88,Harvard,Win 13-6,7.65,Counts,0.0638,2022-05-07,New England D I College Mens Regionals 2022,1,13,6,600,7,1229.21,1709.46,1829.21,1701.81,1829.21,116.703598,McGill,0.6842105263157895,0.3157894736842105
1,Brown,Loss 6-13,-5.74,Counts,0.0638,2022-05-07,New England D I College Mens Regionals 2022,0,6,13,-600,-7,2232.98,1722.84,1632.98,1728.58,1632.98,104.184124,McGill,0.3157894736842105,0.6842105263157895
13,Northeastern,Loss 6-13,-30.12,Counts,0.0638,2022-05-07,New England D I College Mens Regionals 2022,0,6,13,-600,-7,1875.37,1747.23,1275.37,1777.35,1275.37,81.36860599999999,McGill,0.3157894736842105,0.6842105263157895
8,Massachusetts,Win 12-9,40.83,Counts,0.0638,2022-05-08,New England D I College Mens Regionals 2022,1,12,9,345.37,3,1970.45,1676.27,2315.82,1635.44,2315.82,147.749316,McGill,0.5714285714285714,0.42857142857142855
13,Northeastern,Loss 3-15,-30.12,Counts,0.0638,2022-05-08,New England D I College Mens Regionals 2022,0,3,15,-600,-12,1875.37,1747.23,1275.37,1777.35,1275.37,81.36860599999999,McGill,0.16666666666666666,0.8333333333333334
2,North Carolina,Loss 7-15,-4.58,Counts,0.0286,2022-01-28,Carolina Kickoff 2022,0,7,15,-600,-8,2147.8,1707.76,1547.8000000000002,1712.34,1547.8000000000002,44.26708000000001,Duke,0.3181818181818182,0.6818181818181818
48,Penn State,Win 15-8,10.63,Counts,0.0286,2022-01-29,Carolina Kickoff 2022,1,15,8,564.81,7,1499.29,1692.55,2064.1,1681.9199999999998,2064.1,59.03326,Duke,0.6521739130434783,0.34782608695652173
11,North Carolina State,Loss 10-15,-7.63,Counts,0.0286,2022-01-30,Carolina Kickoff 2022,0,10,15,-453.6,-5,1897.64,1710.81,1444.04,1718.44,1444.04,41.299544,Duke,0.4,0.6
51,Indiana,Win 15-11,5.62,Counts,0.0361,2022-02-26,Easterns Qualifiers 2022,1,15,11,381.16,4,1472.26,1697.56,1853.42,1691.94,1853.42,66.908462,Duke,0.5769230769230769,0.4230769230769231
45,Georgia Tech,Win 14-8,13.19,Counts,0.0361,2022-02-26,Easterns Qualifiers 2022,1,14,8,536.03,6,1519.91,1689.99,2055.94,1676.8,2055.94,74.219434,Duke,0.6363636363636364,0.36363636363636365
68,Virginia Tech,Win 15-9,6.56,Counts,0.0361,2022-02-26,Easterns Qualifiers 2022,1,15,9,515.48,6,1363.18,1696.62,1878.66,1690.06,1878.66,67.819626,Duke,0.625,0.375
26,Auburn,Win 15-8,19.54,Counts,0.0361,2022-02-27,Easterns Qualifiers 2022,1,15,8,564.81,7,1660.94,1683.64,2225.75,1664.1000000000001,2225.75,80.349575,Duke,0.6521739130434783,0.34782608695652173
35,Virginia,Win 14-11,6.42,Counts,0.0361,2022-02-27,Easterns Qualifiers 2022,1,14,11,313.34,3,1561.41,1696.76,1874.75,1690.34,1874.75,67.678475,Duke,0.56,0.44
6,Vermont,Loss 7-15,-11.42,Counts,0.0361,2022-02-27,Easterns Qualifiers 2022,0,7,15,-600,-8,1997.7,1714.61,1397.7,1726.03,1397.7,50.45697,Duke,0.3181818181818182,0.6818181818181818
78,Charleston,Win 13-6,10.78,Counts,0.0572,2022-04-23,Carolina D I College Mens CC 2022,1,13,6,600,7,1280.82,1692.4,1880.82,1681.6200000000001,1880.82,107.582904,Duke,0.6842105263157895,0.3157894736842105
38,South Carolina,Loss 10-11,-17.54,Counts,0.0572,2022-04-23,Carolina D I College Mens CC 2022,0,10,11,-125,-1,1539.25,1720.72,1414.25,1738.26,1414.25,80.8951,Duke,0.47619047619047616,0.5238095238095238
2,North Carolina,Loss 3-13,-9.43,Counts,0.0572,2022-04-23,Carolina D I College Mens CC 2022,0,3,13,-600,-10,2147.8,1712.61,1547.8000000000002,1722.04,1547.8000000000002,88.53416000000001,Duke,0.1875,0.8125
78,Charleston,Win 10-9,-18.05,Counts,0.0572,2022-04-24,Carolina D I College Mens CC 2022,1,10,9,125,1,1280.82,1721.23,1405.82,1739.28,1405.82,80.412904,Duke,0.5263157894736842,0.47368421052631576
28,North Carolina-Wilmington,Loss 3-12,-39.27,Counts,0.054900000000000004,2022-04-24,Carolina D I College Mens CC 2022,0,3,12,-600,-9,1627.39,1742.45,1027.39,1781.72,1027.39,56.40371100000001,Duke,0.2,0.8
24,Maryland,Win 13-8,33.56,Counts,0.0642,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,1,13,8,496.16,5,1695.97,1669.62,2192.13,1636.06,2192.13,140.734746,Duke,0.6190476190476191,0.38095238095238093
2,North Carolina,Loss 4-13,-10.67,Counts,0.0642,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,0,4,13,-600,-9,2147.8,1713.85,1547.8000000000002,1724.52,1547.8000000000002,99.36876,Duke,0.23529411764705882,0.7647058823529411
55,Georgetown,Win 13-7,20.87,Counts,0.0642,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,1,13,7,557.53,6,1449.63,1682.31,2007.16,1661.44,2007.16,128.859672,Duke,0.65,0.35
37,North Carolina-Charlotte,Win 13-10,12.45,Counts,0.0642,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,1,13,10,328.14,3,1556.38,1690.73,1884.52,1678.28,1884.52,120.98618399999998,Duke,0.5652173913043478,0.43478260869565216
24,Maryland,Loss 11-15,-26.66,Counts,0.0642,2022-05-08,Atlantic Coast D I College Mens Regionals 2022,0,11,15,-381.16,-4,1695.97,1729.84,1314.81,1756.5,1314.81,84.41080199999999,Duke,0.4230769230769231,0.5769230769230769
11,North Carolina State,Loss 12-13,4.77,Counts,0.0642,2022-05-08,Atlantic Coast D I College Mens Regionals 2022,0,12,13,-125,-1,1897.64,1698.41,1772.64,1693.64,1772.64,113.80348799999999,Duke,0.48,0.52
29,Purdue,Loss 9-10,-5.17,Counts,0.0242,2022-02-12,Queen City Tune Up 2022,0,9,10,-125,-1,1617.34,1705.74,1492.34,1710.91,1492.34,36.114627999999996,William & Mary,0.47368421052631576,0.5263157894736842
9,Georgia,Loss 8-11,-2.64,Counts,0.0242,2022-02-12,Queen City Tune Up 2022,0,8,11,-365.61,-3,1959.86,1703.21,1594.25,1705.8500000000001,1594.25,38.58085,William & Mary,0.42105263157894735,0.5789473684210527
37,North Carolina-Charlotte,Win 12-9,5,Counts,0.0242,2022-02-12,Queen City Tune Up 2022,1,12,9,345.37,3,1556.38,1695.57,1901.75,1690.57,1901.75,46.022349999999996,William & Mary,0.5714285714285714,0.42857142857142855
57,Carnegie Mellon,Win 13-12,-3.39,Counts,0.0242,2022-02-13,Queen City Tune Up 2022,1,13,12,125,1,1439.12,1703.96,1564.12,1707.3500000000001,1564.12,37.851704,William & Mary,0.52,0.48
2,North Carolina,Loss 8-15,-2.92,Counts,0.0242,2022-02-13,Queen City Tune Up 2022,0,8,15,-564.81,-7,2147.8,1703.49,1582.9900000000002,1706.41,1582.9900000000002,38.308358000000005,William & Mary,0.34782608695652173,0.6521739130434783
11,North Carolina State,Win 11-8,13.98,Counts,0.0242,2022-02-13,Queen City Tune Up 2022,1,11,8,365.61,3,1897.64,1686.6,2263.25,1672.62,2263.25,54.770649999999996,William & Mary,0.5789473684210527,0.42105263157894735
88,Harvard,Win 15-11,-2.52,Counts,0.027200000000000002,2022-02-26,Easterns Qualifiers 2022,1,15,11,381.16,4,1229.21,1703.09,1610.3700000000001,1705.61,1610.3700000000001,43.80206400000001,William & Mary,0.5769230769230769,0.4230769230769231
56,Alabama,Win 14-7,9.07,Counts,0.027200000000000002,2022-02-26,Easterns Qualifiers 2022,1,14,7,582.89,7,1442.12,1691.5,2025.0099999999998,1682.43,2025.0099999999998,55.080272,William & Mary,0.6666666666666666,0.3333333333333333
35,Virginia,Win 15-10,8.79,Counts,0.027200000000000002,2022-02-26,Easterns Qualifiers 2022,1,15,10,453.6,5,1561.41,1691.78,2015.0100000000002,1682.99,2015.0100000000002,54.80827200000001,William & Mary,0.6,0.4
44,Cincinnati,Win 15-9,9.39,Counts,0.027200000000000002,2022-02-27,Easterns Qualifiers 2022,1,15,9,515.48,6,1521.03,1691.18,2036.51,1681.79,2036.51,55.393072000000004,William & Mary,0.625,0.375
26,Auburn,Loss 5-11,-16.38,Counts,0.025,2022-02-27,Easterns Qualifiers 2022,0,5,11,-600,-6,1660.94,1716.95,1060.94,1733.3300000000002,1060.94,26.523500000000002,William & Mary,0.3125,0.6875
6,Vermont,Loss 11-15,-2.35,Counts,0.027200000000000002,2022-02-27,Easterns Qualifiers 2022,0,11,15,-381.16,-4,1997.7,1702.92,1616.54,1705.27,1616.54,43.969888000000005,William & Mary,0.4230769230769231,0.5769230769230769
48,Penn State,Loss 11-12,-12.29,Counts,0.0363,2022-04-03,Atlantic Coast Open,0,11,12,-125,-1,1499.29,1712.87,1374.29,1725.1599999999999,1374.29,49.886727,William & Mary,0.4782608695652174,0.5217391304347826
55,Georgetown,Loss 7-12,-29.07,Counts,0.0363,2022-04-03,Atlantic Coast Open,0,7,12,-520.51,-5,1449.63,1729.64,929.1200000000001,1758.71,929.1200000000001,33.727056000000005,William & Mary,0.3684210526315789,0.631578947368421
66,James Madison,Win 13-11,-3.87,Counts,0.0432,2022-04-23,Virginia D I College Mens CC 2022,1,13,11,228.84,2,1385.92,1704.44,1614.76,1708.31,1614.76,69.757632,William & Mary,0.5416666666666666,0.4583333333333333
35,Virginia,Win 13-11,4.05,Counts,0.0432,2022-04-24,Virginia D I College Mens CC 2022,1,13,11,228.84,2,1561.41,1696.52,1790.25,1692.47,1790.25,77.3388,William & Mary,0.5416666666666666,0.4583333333333333
68,Virginia Tech,Win 15-12,-1.67,Counts,0.0432,2022-04-24,Virginia D I College Mens CC 2022,1,15,12,300.49,3,1363.18,1702.24,1663.67,1703.91,1663.67,71.87054400000001,William & Mary,0.5555555555555556,0.4444444444444444
24,Maryland,Win 13-8,25.04,Counts,0.048499999999999995,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,1,13,8,496.16,5,1695.97,1675.53,2192.13,1650.49,2192.13,106.318305,William & Mary,0.6190476190476191,0.38095238095238093
38,South Carolina,Win 13-8,17.06,Counts,0.048499999999999995,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,1,13,8,496.16,5,1539.25,1683.51,2035.41,1666.45,2035.41,98.717385,William & Mary,0.6190476190476191,0.38095238095238093
11,North Carolina State,Loss 4-13,-20.53,Counts,0.048499999999999995,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,0,4,13,-600,-9,1897.64,1721.1,1297.64,1741.6299999999999,1297.64,62.935539999999996,William & Mary,0.23529411764705882,0.7647058823529411
24,Maryland,Win 15-8,28.54,Counts,0.048499999999999995,2022-05-08,Atlantic Coast D I College Mens Regionals 2022,1,15,8,564.81,7,1695.97,1672.03,2260.7799999999997,1643.49,2260.7799999999997,109.64782999999997,William & Mary,0.6521739130434783,0.34782608695652173
2,North Carolina,Loss 2-15,-7.78,Counts,0.048499999999999995,2022-05-08,Atlantic Coast D I College Mens Regionals 2022,0,2,15,-600,-13,2147.8,1708.35,1547.8000000000002,1716.1299999999999,1547.8000000000002,75.0683,William & Mary,0.11764705882352941,0.8823529411764706
55,Georgetown,Win 15-7,17.78,Counts,0.048499999999999995,2022-05-08,Atlantic Coast D I College Mens Regionals 2022,1,15,7,600,8,1449.63,1682.79,2049.63,1665.01,2049.63,99.407055,William & Mary,0.6818181818181818,0.3181818181818182
46,Case Western Reserve,Loss 11-12,-7.75,Counts,0.025,2022-02-12,Queen City Tune Up 2022,0,11,12,-125,-1,1518.18,1703.72,1393.18,1711.47,1393.18,34.8295,Maryland,0.4782608695652174,0.5217391304347826
60,Notre Dame,Win 11-9,-0.47,Counts,0.025,2022-02-12,Queen City Tune Up 2022,1,11,9,249.21,2,1428.29,1696.45,1677.5,1696.92,1677.5,41.9375,Maryland,0.55,0.45
2,North Carolina,Loss 10-13,3.17,Counts,0.025,2022-02-12,Queen City Tune Up 2022,0,10,13,-328.14,-3,2147.8,1692.81,1819.6600000000003,1689.6399999999999,1819.6600000000003,45.49150000000001,Maryland,0.43478260869565216,0.5652173913043478
11,North Carolina State,Loss 6-15,-10.2,Counts,0.025,2022-02-13,Queen City Tune Up 2022,0,6,15,-600,-9,1897.64,1706.17,1297.64,1716.3700000000001,1297.64,32.441,Maryland,0.2857142857142857,0.7142857142857143
57,Carnegie Mellon,Win 14-8,7.15,Counts,0.025,2022-02-13,Queen City Tune Up 2022,1,14,8,536.03,6,1439.12,1688.83,1975.1499999999999,1681.6799999999998,1975.1499999999999,49.37875,Maryland,0.6363636363636364,0.36363636363636365
35,Virginia,Win 12-10,2.65,Counts,0.025,2022-02-13,Queen City Tune Up 2022,1,12,10,238.12,2,1561.41,1693.32,1799.5300000000002,1690.6699999999998,1799.5300000000002,44.98825000000001,Maryland,0.5454545454545454,0.45454545454545453
9,Georgia,Win 13-10,18.11,Counts,0.0297,2022-03-05,Smoky Mountain Invite 2022,1,13,10,328.14,3,1959.86,1677.86,2288,1659.75,2288,67.95360000000001,Maryland,0.5652173913043478,0.43478260869565216
5,Pittsburgh,Loss 7-11,-4.13,Counts,0.028900000000000002,2022-03-05,Smoky Mountain Invite 2022,0,7,11,-466.89,-4,2024.16,1700.1,1557.27,1704.23,1557.27,45.005103000000005,Maryland,0.3888888888888889,0.6111111111111112
31,UCLA,Loss 7-12,-18.64,Counts,0.0297,2022-03-05,Smoky Mountain Invite 2022,0,7,12,-520.51,-5,1607.12,1714.61,1086.61,1733.25,1086.61,32.272317,Maryland,0.3684210526315789,0.631578947368421
11,North Carolina State,Loss 7-13,-10.89,Counts,0.0297,2022-03-05,Smoky Mountain Invite 2022,0,7,13,-557.53,-6,1897.64,1706.86,1340.1100000000001,1717.75,1340.1100000000001,39.801267,Maryland,0.35,0.65
42,Colorado State,Win 15-13,1.27,Counts,0.0297,2022-03-06,Smoky Mountain Invite 2022,1,15,13,214.18,2,1523.44,1694.7,1737.6200000000001,1693.43,1737.6200000000001,51.607314,Maryland,0.5357142857142857,0.4642857142857143
18,Ohio State,Win 12-11,6.07,Counts,0.0297,2022-03-06,Smoky Mountain Invite 2022,1,12,11,125,1,1769.34,1689.9,1894.34,1683.8300000000002,1894.34,56.261898,Maryland,0.5217391304347826,0.4782608695652174
31,UCLA,Win 11-10,1.11,Counts,0.0297,2022-03-06,Smoky Mountain Invite 2022,1,11,10,125,1,1607.12,1694.87,1732.12,1693.76,1732.12,51.443964,Maryland,0.5238095238095238,0.47619047619047616
19,Tufts,Win 12-11,6.7,Counts,0.0374,2022-04-02,Easterns 2022,1,12,11,125,1,1743.43,1689.27,1868.43,1682.57,1868.43,69.879282,Maryland,0.5217391304347826,0.4782608695652174
17,Texas,Win 12-11,9,Counts,0.0374,2022-04-02,Easterns 2022,1,12,11,125,1,1802.52,1686.98,1927.52,1677.98,1927.52,72.089248,Maryland,0.5217391304347826,0.4782608695652174
64,Temple,Win 12-7,8.24,Counts,0.0374,2022-04-02,Easterns 2022,1,12,7,520.51,5,1387.45,1687.74,1907.96,1679.5,1907.96,71.35770400000001,Maryland,0.631578947368421,0.3684210526315789
2,North Carolina,Loss 6-13,-5.76,Counts,0.0374,2022-04-02,Easterns 2022,0,6,13,-600,-7,2147.8,1701.73,1547.8000000000002,1707.49,1547.8000000000002,57.88772000000001,Maryland,0.3157894736842105,0.6842105263157895
1,Brown,Loss 11-15,6.05,Counts,0.0374,2022-04-03,Easterns 2022,0,11,15,-381.16,-4,2232.98,1689.92,1851.82,1683.8700000000001,1851.82,69.25806800000001,Maryland,0.4230769230769231,0.5769230769230769
25,Carleton College,Win 10-9,4.64,Counts,0.0374,2022-04-03,Easterns 2022,1,10,9,125,1,1690.42,1691.33,1815.42,1686.6899999999998,1815.42,67.896708,Maryland,0.5263157894736842,0.47368421052631576
55,Georgetown,Win 15-8,14.82,Counts,0.044500000000000005,2022-04-24,Colonial D I College Mens CC 2022,1,15,8,564.81,7,1449.63,1681.15,2014.44,1666.3300000000002,2014.44,89.64258000000001,Maryland,0.6521739130434783,0.34782608695652173
37,North Carolina-Charlotte,Win 13-10,9.91,Counts,0.0499,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,1,13,10,328.14,3,1556.38,1686.07,1884.52,1676.1599999999999,1884.52,94.037548,Maryland,0.5652173913043478,0.43478260869565216
22,Duke,Loss 8-13,-25.69,Counts,0.0499,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,0,8,13,-496.16,-5,1703.18,1721.66,1207.02,1747.3500000000001,1207.02,60.230298,Maryland,0.38095238095238093,0.6190476190476191
71,Delaware,Win 13-9,2.07,Counts,0.0499,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,1,13,9,418.57,4,1316.76,1693.9,1735.33,1691.8300000000002,1735.33,86.592967,Maryland,0.5909090909090909,0.4090909090909091
23,William & Mary,Loss 8-13,-25.83,Counts,0.0499,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,0,8,13,-496.16,-5,1700.57,1721.8,1204.4099999999999,1747.6299999999999,1204.4099999999999,60.100058999999995,Maryland,0.38095238095238093,0.6190476190476191
35,Virginia,Win 15-10,16.76,Counts,0.0499,2022-05-08,Atlantic Coast D I College Mens Regionals 2022,1,15,10,453.6,5,1561.41,1679.21,2015.0100000000002,1662.45,2015.0100000000002,100.54899900000001,Maryland,0.6,0.4
22,Duke,Win 15-11,20.41,Counts,0.0499,2022-05-08,Atlantic Coast D I College Mens Regionals 2022,1,15,11,381.16,4,1703.18,1675.57,2084.34,1655.1599999999999,2084.34,104.008566,Maryland,0.5769230769230769,0.4230769230769231
23,William & Mary,Loss 8-15,-29.43,Counts,0.0499,2022-05-08,Atlantic Coast D I College Mens Regionals 2022,0,8,15,-564.81,-7,1700.57,1725.41,1135.76,1754.8400000000001,1135.76,56.674424,Maryland,0.34782608695652173,0.6521739130434783
8,Massachusetts,Loss 11-13,1.86,Counts,0.035,2022-03-05,Smoky Mountain Invite 2022,0,11,13,-228.84,-2,1970.45,1688.56,1741.6100000000001,1686.7,1741.6100000000001,60.95635000000001,Carleton College,0.4583333333333333,0.5416666666666666
2,North Carolina,Loss 8-13,-1.41,Counts,0.035,2022-03-05,Smoky Mountain Invite 2022,0,8,13,-496.16,-5,2147.8,1691.82,1651.64,1693.23,1651.64,57.80740000000001,Carleton College,0.38095238095238093,0.6190476190476191
42,Colorado State,Win 13-9,9.14,Counts,0.035,2022-03-05,Smoky Mountain Invite 2022,1,13,9,418.57,4,1523.44,1681.28,1942.01,1672.1399999999999,1942.01,67.97035000000001,Carleton College,0.5909090909090909,0.4090909090909091
17,Texas,Loss 7-13,-16.18,Counts,0.035,2022-03-05,Smoky Mountain Invite 2022,0,7,13,-557.53,-6,1802.52,1706.59,1244.99,1722.77,1244.99,43.574650000000005,Carleton College,0.35,0.65
18,Ohio State,Loss 10-11,-1.67,Counts,0.035,2022-03-06,Smoky Mountain Invite 2022,0,10,11,-125,-1,1769.34,1692.09,1644.34,1693.76,1644.34,57.5519,Carleton College,0.47619047619047616,0.5238095238095238
9,Georgia,Win 9-8,13.52,Counts,0.0331,2022-03-06,Smoky Mountain Invite 2022,1,9,8,125,1,1959.86,1676.89,2084.8599999999997,1663.3700000000001,2084.8599999999997,69.00886599999998,Carleton College,0.5294117647058824,0.47058823529411764
31,UCLA,Loss 5-14,-24.81,Counts,0.035,2022-03-06,Smoky Mountain Invite 2022,0,5,14,-600,-9,1607.12,1715.23,1007.1199999999999,1740.04,1007.1199999999999,35.2492,Carleton College,0.2631578947368421,0.7368421052631579
4,Brigham Young,Loss 6-13,-9.47,Counts,0.0393,2022-03-18,Missouri Loves Company MLC,0,6,13,-600,-7,2059.23,1699.88,1459.23,1709.3500000000001,1459.23,57.347739000000004,Carleton College,0.3157894736842105,0.6842105263157895
12,Michigan,Loss 9-12,-6.39,Counts,0.0393,2022-03-19,Missouri Loves Company MLC,0,9,12,-345.37,-3,1879.83,1696.8,1534.46,1703.19,1534.46,60.304278000000004,Carleton College,0.42857142857142855,0.5714285714285714
51,Indiana,Win 13-7,13.9,Counts,0.0393,2022-03-19,Missouri Loves Company MLC,1,13,7,557.53,6,1472.26,1676.52,2029.79,1662.62,2029.79,79.770747,Carleton College,0.65,0.35
6,Vermont,Loss 11-13,3.21,Counts,0.0393,2022-03-19,Missouri Loves Company MLC,0,11,13,-228.84,-2,1997.7,1687.2,1768.8600000000001,1683.99,1768.8600000000001,69.516198,Carleton College,0.4583333333333333,0.5416666666666666
15,Minnesota,Loss 13-15,-3.76,Counts,0.0393,2022-03-20,Missouri Loves Company MLC,0,13,15,-214.18,-2,1812.87,1694.17,1598.6899999999998,1697.93,1598.6899999999998,62.828517,Carleton College,0.4642857142857143,0.5357142857142857
82,Missouri,Win 12-9,-3.2,Counts,0.0393,2022-03-20,Missouri Loves Company MLC,1,12,9,345.37,3,1266.91,1693.62,1612.2800000000002,1696.82,1612.2800000000002,63.36260400000001,Carleton College,0.5714285714285714,0.42857142857142855
63,Northwestern,Win 13-11,-2.86,Counts,0.0393,2022-03-20,Missouri Loves Company MLC,1,13,11,228.84,2,1391.62,1693.28,1620.4599999999998,1696.1399999999999,1620.4599999999998,63.68407799999999,Carleton College,0.5416666666666666,0.4583333333333333
11,North Carolina State,Loss 8-11,-7.32,Counts,0.0441,2022-04-02,Easterns 2022,0,8,11,-365.61,-3,1897.64,1697.73,1532.0300000000002,1705.05,1532.0300000000002,67.56252300000001,Carleton College,0.42105263157894735,0.5789473684210527
13,Northeastern,Win 13-8,31.46,Counts,0.0441,2022-04-02,Easterns 2022,1,13,8,496.16,5,1875.37,1658.96,2371.5299999999997,1627.5,2371.5299999999997,104.58447299999999,Carleton College,0.6190476190476191,0.38095238095238093
68,Virginia Tech,Win 12-8,5.26,Counts,0.0441,2022-04-02,Easterns 2022,1,12,8,441.15,4,1363.18,1685.15,1804.33,1679.89,1804.33,79.570953,Carleton College,0.6,0.4
7,Cal Poly-SLO,Win 12-9,29.17,Counts,0.0441,2022-04-02,Easterns 2022,1,12,9,345.37,3,1976.49,1661.25,2321.86,1632.08,2321.86,102.39402600000001,Carleton College,0.5714285714285714,0.42857142857142855
24,Maryland,Loss 9-10,-5.52,Counts,0.0441,2022-04-03,Easterns 2022,0,9,10,-125,-1,1695.97,1695.93,1570.97,1701.45,1570.97,69.279777,Carleton College,0.47368421052631576,0.5263157894736842
5,Pittsburgh,Loss 6-15,-12.3,Counts,0.0441,2022-04-03,Easterns 2022,0,6,15,-600,-9,2024.16,1702.71,1424.16,1715.01,1424.16,62.80545600000001,Carleton College,0.2857142857142857,0.7142857142857143
15,Minnesota,Win 13-12,13.71,Counts,0.0525,2022-04-24,Northwoods D I College Mens CC 2022,1,13,12,125,1,1812.87,1676.7,1937.87,1662.99,1937.87,101.73817499999998,Carleton College,0.52,0.48
86,Iowa,Win 13-3,9.21,Counts,0.0556,2022-04-30,North Central D I College Mens Regionals 2022,1,13,3,600,10,1246.84,1681.2,1846.84,1671.99,1846.84,102.68430399999998,Carleton College,0.8125,0.1875
15,Minnesota,Loss 8-9,-0.14,Counts,0.0526,2022-05-01,North Central D I College Mens Regionals 2022,0,8,9,-125,-1,1812.87,1690.56,1687.87,1690.7,1687.87,88.781962,Carleton College,0.47058823529411764,0.5294117647058824
33,Wisconsin,Loss 8-13,-35.42,Counts,0.0556,2022-05-01,North Central D I College Mens Regionals 2022,0,8,13,-496.16,-5,1585.26,1725.83,1089.1,1761.25,1089.1,60.55395999999999,Carleton College,0.38095238095238093,0.6190476190476191
15,Minnesota,Loss 11-13,-2,Counts,0.0253,2022-02-05,Warm Up 2022,0,11,13,-228.84,-2,1812.87,1662.94,1584.03,1664.94,1584.03,40.075959,Auburn,0.4583333333333333,0.5416666666666666
5,Pittsburgh,Loss 4-13,-6.15,Counts,0.0253,2022-02-05,Warm Up 2022,0,4,13,-600,-9,2024.16,1667.09,1424.16,1673.24,1424.16,36.031248,Auburn,0.23529411764705882,0.7647058823529411
