OppRk,Opponent,Result,Effect,Status,PctOfRanking,Date,Event,Win,Pts,OppPts,GameScore,PtDiff,OpponentRating,TeamRatingPostgame,GameValue,TeamRatingPregame,GameValueUsed,RatingsImpact,Team,TeamPOPS,OppPOPS
57,Carnegie Mellon,Win 14-13,6.03,Counts,0.0327,2022-02-26,Easterns Qualifiers 2022,1,14,13,125,1,1439.12,1379.89,1564.12,1373.8600000000001,1564.12,51.146724,James Madison,0.5185185185185185,0.48148148148148145
38,South Carolina,Loss 14-15,0.96,Counts,0.0327,2022-02-26,Easterns Qualifiers 2022,0,14,15,-125,-1,1539.25,1384.96,1414.25,1384,1414.25,46.245975,James Madison,0.4827586206896552,0.5172413793103449
6,Vermont,Loss 9-15,3.26,Counts,0.0327,2022-02-26,Easterns Qualifiers 2022,0,9,15,-515.48,-6,1997.7,1382.66,1482.22,1379.4,1482.22,48.468594,James Madison,0.375,0.625
35,Virginia,Loss 9-15,-11.51,Counts,0.0327,2022-02-26,Easterns Qualifiers 2022,0,9,15,-515.48,-6,1561.41,1397.43,1045.93,1408.94,1045.93,34.201911,James Madison,0.375,0.625
45,Georgia Tech,Loss 8-15,-14.58,Counts,0.0327,2022-02-27,Easterns Qualifiers 2022,0,8,15,-564.81,-7,1519.91,1400.5,955.1000000000001,1415.08,955.1000000000001,31.231770000000004,James Madison,0.34782608695652173,0.6521739130434783
51,Indiana,Win 12-10,10.98,Counts,0.0327,2022-02-27,Easterns Qualifiers 2022,1,12,10,238.12,2,1472.26,1374.94,1710.38,1363.96,1710.38,55.92942600000001,James Madison,0.5454545454545454,0.45454545454545453
99,Lehigh,Win 15-8,17,Counts,0.0437,2022-04-02,Atlantic Coast Open,1,15,8,564.81,7,1193.11,1368.92,1757.9199999999998,1351.92,1757.9199999999998,76.82110399999999,James Madison,0.6521739130434783,0.34782608695652173
81,Cornell,Loss 10-13,-20.36,Counts,0.0437,2022-04-02,Atlantic Coast Open,0,10,13,-328.14,-3,1268.51,1406.28,940.37,1426.6399999999999,940.37,41.094169,James Madison,0.43478260869565216,0.5652173913043478
48,Penn State,Loss 10-15,-15.54,Counts,0.0437,2022-04-03,Atlantic Coast Open,0,10,15,-453.6,-5,1499.29,1401.47,1045.69,1417.01,1045.69,45.696653000000005,James Madison,0.4,0.6
55,Georgetown,Win 13-12,8.62,Counts,0.0437,2022-04-03,Atlantic Coast Open,1,13,12,125,1,1449.63,1377.3,1574.63,1368.68,1574.63,68.81133100000001,James Madison,0.52,0.48
99,Lehigh,Win 11-4,17.01,Counts,0.0401,2022-04-03,Atlantic Coast Open,1,11,4,600,7,1193.11,1368.91,1793.11,1351.9,1793.11,71.90371099999999,James Madison,0.7333333333333333,0.26666666666666666
23,William & Mary,Loss 11-13,4.7,Counts,0.052000000000000005,2022-04-23,Virginia D I College Mens CC 2022,0,11,13,-228.84,-2,1700.57,1381.22,1471.73,1376.52,1471.73,76.52996,James Madison,0.4583333333333333,0.5416666666666666
35,Virginia,Loss 12-13,2.77,Counts,0.052000000000000005,2022-04-24,Virginia D I College Mens CC 2022,0,12,13,-125,-1,1561.41,1383.15,1436.41,1380.38,1436.41,74.69332000000001,James Madison,0.48,0.52
68,Virginia Tech,Loss 7-15,-34.13,Counts,0.052000000000000005,2022-04-24,Virginia D I College Mens CC 2022,0,7,15,-600,-8,1363.18,1420.05,763.1800000000001,1454.18,763.1800000000001,39.68536000000001,James Madison,0.3181818181818182,0.6818181818181818
28,North Carolina-Wilmington,Loss 10-13,-5.37,Counts,0.0583,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,0,10,13,-328.14,-3,1627.39,1391.29,1299.25,1396.6599999999999,1299.25,75.746275,James Madison,0.43478260869565216,0.5652173913043478
71,Delaware,Loss 12-13,-12.03,Counts,0.0583,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,0,12,13,-125,-1,1316.76,1397.95,1191.76,1409.98,1191.76,69.479608,James Madison,0.48,0.52
29,Purdue,Loss 7-8,4.81,Counts,0.0404,2022-03-05,Midwest Throwdown 2022,0,7,8,-125,-1,1617.34,1373.07,1492.34,1368.26,1492.34,60.290535999999996,Colorado College,0.4666666666666667,0.5333333333333333
63,Northwestern,Win 12-11,6.6,Counts,0.0454,2022-03-05,Midwest Throwdown 2022,1,12,11,125,1,1391.62,1371.28,1516.62,1364.68,1516.62,68.854548,Colorado College,0.5217391304347826,0.4782608695652174
82,Missouri,Win 13-4,23.27,Counts,0.0454,2022-03-06,Midwest Throwdown 2022,1,13,4,600,9,1266.91,1354.61,1866.91,1331.34,1866.91,84.757714000000007,Colorado College,0.7647058823529411,0.23529411764705882
59,Missouri S&T,Win 13-9,22.51,Counts,0.0454,2022-03-06,Midwest Throwdown 2022,1,13,9,418.57,4,1432.38,1355.37,1850.95,1332.86,1850.95,84.03313000000001,Colorado College,0.5909090909090909,0.4090909090909091
29,Purdue,Loss 7-12,-13.37,Counts,0.0454,2022-03-06,Midwest Throwdown 2022,0,7,12,-520.51,-5,1617.34,1391.26,1096.83,1404.6299999999999,1096.83,49.796082,Colorado College,0.3684210526315789,0.631578947368421
30,Washington University,Win 11-10,16.99,Counts,0.0454,2022-03-06,Midwest Throwdown 2022,1,11,10,125,1,1609.95,1360.89,1734.95,1343.9,1734.95,78.76673000000001,Colorado College,0.5238095238095238,0.47619047619047616
59,Missouri S&T,Win 15-14,13.95,Counts,0.0721,2022-05-01,South Central D III College Mens Regionals 2022,1,15,14,125,1,1432.38,1363.93,1557.38,1349.98,1557.38,112.287098,Colorado College,0.5172413793103449,0.4827586206896552
89,Central Florida,Win 13-6,10.96,Counts,0.023,2022-02-05,Warm Up 2022,1,13,6,600,7,1228.58,1352.22,1828.58,1341.26,1828.58,42.057339999999996,Virginia Tech,0.6842105263157895,0.3157894736842105
1,Brown,Loss 8-13,8.8,Counts,0.023,2022-02-05,Warm Up 2022,0,8,13,-496.16,-5,2232.98,1354.38,1736.82,1345.5800000000002,1736.82,39.94686,Virginia Tech,0.38095238095238093,0.6190476190476191
8,Massachusetts,Loss 5-12,0,Ignored,0,2022-02-05,Warm Up 2022,0,5,12,-600,-7,1970.45,1363.18,1370.45,1363.18,0,0,Virginia Tech,0.29411764705882354,0.7058823529411765
4,Brigham Young,Loss 8-13,4.71,Counts,0.023,2022-02-05,Warm Up 2022,0,8,13,-496.16,-5,2059.23,1358.47,1563.07,1353.76,1563.07,35.95061,Virginia Tech,0.38095238095238093,0.6190476190476191
51,Indiana,Loss 11-13,-3.37,Counts,0.0274,2022-02-26,Easterns Qualifiers 2022,0,11,13,-228.84,-2,1472.26,1366.55,1243.42,1369.9199999999998,1243.42,34.069708000000006,Virginia Tech,0.4583333333333333,0.5416666666666666
45,Georgia Tech,Loss 11-12,0.89,Counts,0.0274,2022-02-26,Easterns Qualifiers 2022,0,11,12,-125,-1,1519.91,1362.29,1394.91,1361.3999999999999,1394.91,38.220534,Virginia Tech,0.4782608695652174,0.5217391304347826
22,Duke,Loss 9-15,-4.94,Counts,0.0274,2022-02-26,Easterns Qualifiers 2022,0,9,15,-515.48,-6,1703.18,1368.12,1187.7,1373.06,1187.7,32.54298,Virginia Tech,0.375,0.625
57,Carnegie Mellon,Loss 8-15,-13.75,Counts,0.0274,2022-02-27,Easterns Qualifiers 2022,0,8,15,-564.81,-7,1439.12,1376.94,874.31,1390.69,874.31,23.956094,Virginia Tech,0.34782608695652173,0.6521739130434783
88,Harvard,Loss 10-14,-14.99,Counts,0.0274,2022-02-27,Easterns Qualifiers 2022,0,10,14,-398.7,-4,1229.21,1378.17,830.51,1393.16,830.51,22.755974000000002,Virginia Tech,0.4166666666666667,0.5833333333333334
25,Carleton College,Loss 8-12,-4.32,Counts,0.0365,2022-04-02,Easterns 2022,0,8,12,-441.15,-4,1690.42,1367.5,1249.27,1371.82,1249.27,45.598355,Virginia Tech,0.4,0.6
11,North Carolina State,Loss 9-13,4.39,Counts,0.0365,2022-04-02,Easterns 2022,0,9,13,-418.57,-4,1897.64,1358.79,1479.0700000000002,1354.3999999999999,1479.0700000000002,53.986055,Virginia Tech,0.4090909090909091,0.5909090909090909
7,Cal Poly-SLO,Loss 10-13,10.81,Counts,0.0365,2022-04-02,Easterns 2022,0,10,13,-328.14,-3,1976.49,1352.37,1648.35,1341.56,1648.35,60.16477499999999,Virginia Tech,0.43478260869565216,0.5652173913043478
13,Northeastern,Loss 5-13,-3.33,Counts,0.0365,2022-04-02,Easterns 2022,0,5,13,-600,-8,1875.37,1366.51,1275.37,1369.84,1275.37,46.551004999999996,Virginia Tech,0.2777777777777778,0.7222222222222222
64,Temple,Loss 9-14,-17.04,Counts,0.0365,2022-04-03,Easterns 2022,0,9,14,-473.87,-5,1387.45,1380.23,913.58,1397.27,913.58,33.34567,Virginia Tech,0.391304347826087,0.6086956521739131
33,Wisconsin,Loss 9-15,-11.12,Counts,0.0365,2022-04-03,Easterns 2022,0,9,15,-515.48,-6,1585.26,1374.3,1069.78,1385.4199999999998,1069.78,39.046969999999995,Virginia Tech,0.375,0.625
35,Virginia,Loss 10-11,3.33,Counts,0.0434,2022-04-23,Virginia D I College Mens CC 2022,0,10,11,-125,-1,1561.41,1359.86,1436.41,1356.53,1436.41,62.340194000000004,Virginia Tech,0.47619047619047616,0.5238095238095238
66,James Madison,Win 15-7,28.28,Counts,0.0434,2022-04-24,Virginia D I College Mens CC 2022,1,15,7,600,8,1385.92,1334.91,1985.92,1306.63,1985.92,86.188928,Virginia Tech,0.6818181818181818,0.3181818181818182
23,William & Mary,Loss 12-15,1.68,Counts,0.0434,2022-04-24,Virginia D I College Mens CC 2022,0,12,15,-300.49,-3,1700.57,1361.51,1400.08,1359.83,1400.08,60.763472,Virginia Tech,0.4444444444444444,0.5555555555555556
38,South Carolina,Loss 9-13,-12.43,Counts,0.048799999999999996,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,0,9,13,-418.57,-4,1539.25,1375.61,1120.68,1388.04,1120.68,54.689184,Virginia Tech,0.4090909090909091,0.5909090909090909
71,Delaware,Loss 12-13,-8.79,Counts,0.048799999999999996,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,0,12,13,-125,-1,1316.76,1371.97,1191.76,1380.76,1191.76,58.15788799999999,Virginia Tech,0.48,0.52
35,Virginia,Loss 12-13,3.75,Counts,0.048799999999999996,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,0,12,13,-125,-1,1561.41,1359.43,1436.41,1355.68,1436.41,70.096808,Virginia Tech,0.48,0.52
84,Santa Clara,Loss 8-9,-12.38,Counts,0.0518,2022-03-05,Stanford Invite 2022,0,8,9,-125,-1,1257.14,1371.39,1132.14,1383.7700000000002,1132.14,58.64485200000001,Texas-Dallas,0.47058823529411764,0.5294117647058824
14,California,Loss 8-13,-1.45,Counts,0.0547,2022-03-05,Stanford Invite 2022,0,8,13,-496.16,-5,1830.1,1360.46,1333.9399999999998,1361.91,1333.9399999999998,72.966518,Texas-Dallas,0.38095238095238093,0.6190476190476191
47,Florida,Loss 8-13,-20.42,Counts,0.0547,2022-03-05,Stanford Invite 2022,0,8,13,-496.16,-5,1502.41,1379.43,1006.25,1399.8500000000001,1006.25,55.041875,Texas-Dallas,0.38095238095238093,0.6190476190476191
53,Tulane,Win 8-6,20.01,Counts,0.047,2022-03-05,Stanford Invite 2022,1,8,6,300.49,2,1464.53,1339,1765.02,1318.99,1765.02,82.95594,Texas-Dallas,0.5714285714285714,0.42857142857142855
65,California-Santa Barbara,Loss 8-10,-13.2,Counts,0.0533,2022-03-06,Stanford Invite 2022,0,8,10,-262.67,-2,1387.07,1372.2,1124.3999999999999,1385.4,1124.3999999999999,59.930519999999994,Texas-Dallas,0.4444444444444444,0.5555555555555556
58,Grand Canyon,Win 10-8,19.13,Counts,0.0533,2022-03-06,Stanford Invite 2022,1,10,8,262.67,2,1436.5,1339.87,1699.17,1320.7399999999998,1699.17,90.56576100000001,Texas-Dallas,0.5555555555555556,0.4444444444444444
42,Colorado State,Loss 10-13,-15.57,Counts,0.08689999999999999,2022-04-30,South Central D I College Mens Regionals 2022,0,10,13,-328.14,-3,1523.44,1374.58,1195.3000000000002,1390.1499999999999,1195.3000000000002,103.87157,Texas-Dallas,0.43478260869565216,0.5652173913043478
30,Washington University,Loss 10-14,-14.05,Counts,0.08689999999999999,2022-04-30,South Central D I College Mens Regionals 2022,0,10,14,-398.7,-4,1609.95,1373.06,1211.25,1387.11,1211.25,105.25762499999999,Texas-Dallas,0.4166666666666667,0.5833333333333334
82,Missouri,Win 11-10,3.13,Counts,0.08689999999999999,2022-05-01,South Central D I College Mens Regionals 2022,1,11,10,125,1,1266.91,1355.88,1391.91,1352.75,1391.91,120.95697899999999,Texas-Dallas,0.5238095238095238,0.47619047619047616
42,Colorado State,Loss 6-15,-41.43,Counts,0.08689999999999999,2022-05-01,South Central D I College Mens Regionals 2022,0,6,15,-600,-9,1523.44,1400.44,923.44,1441.8700000000001,923.44,80.24693599999999,Texas-Dallas,0.2857142857142857,0.7142857142857143
80,Arkansas,Win 15-11,28.43,Counts,0.08689999999999999,2022-05-01,South Central D I College Mens Regionals 2022,1,15,11,381.16,4,1276.74,1330.58,1657.9,1302.1499999999999,1657.9,144.07151,Texas-Dallas,0.5769230769230769,0.4230769230769231
31,UCLA,Loss 8-15,-5.49,Counts,0.0178,2022-01-29,Santa Barbara Invite 2022,0,8,15,-564.81,-7,1607.12,1351.58,1042.31,1357.07,1042.31,18.553117999999998,Chicago,0.34782608695652173,0.6521739130434783
4,Brigham Young,Loss 9-15,3.57,Counts,0.0178,2022-01-29,Santa Barbara Invite 2022,0,9,15,-515.48,-6,2059.23,1342.52,1543.75,1338.95,1543.75,27.478749999999998,Chicago,0.375,0.625
84,Santa Clara,Win 11-9,2.9,Counts,0.0178,2022-01-29,Santa Barbara Invite 2022,1,11,9,249.21,2,1257.14,1343.19,1506.3500000000001,1340.29,1506.3500000000001,26.81303,Chicago,0.55,0.45
40,California-Santa Cruz,Loss 8-10,-1.27,Counts,0.0173,2022-01-30,Santa Barbara Invite 2022,0,8,10,-262.67,-2,1536.78,1347.36,1274.11,1348.6299999999999,1274.11,22.042102999999997,Chicago,0.4444444444444444,0.5555555555555556
30,Washington University,Loss 8-12,-3.2,Counts,0.0178,2022-01-30,Santa Barbara Invite 2022,0,8,12,-441.15,-4,1609.95,1349.29,1168.8000000000002,1352.49,1168.8000000000002,20.804640000000003,Chicago,0.4,0.6
65,California-Santa Barbara,Win 9-8,2.84,Counts,0.0168,2022-01-30,Santa Barbara Invite 2022,1,9,8,125,1,1387.07,1343.25,1512.07,1340.41,1512.07,25.402775999999996,Chicago,0.5294117647058824,0.47058823529411764
30,Washington University,Loss 5-7,-1.23,Counts,0.018799999999999997,2022-03-05,Midwest Throwdown 2022,0,5,7,-328.14,-2,1609.95,1347.32,1281.81,1348.55,1281.81,24.098027999999996,Chicago,0.4166666666666667,0.5833333333333334
82,Missouri,Win 11-4,11.58,Counts,0.0217,2022-03-06,Midwest Throwdown 2022,1,11,4,600,7,1266.91,1334.51,1866.91,1322.93,1866.91,40.511947,Chicago,0.7333333333333333,0.26666666666666666
63,Northwestern,Loss 8-13,-10.94,Counts,0.023700000000000002,2022-03-06,Midwest Throwdown 2022,0,8,13,-496.16,-5,1391.62,1357.03,895.4599999999998,1367.97,895.4599999999998,21.222402,Chicago,0.38095238095238093,0.6190476190476191
21,McGill,Loss 6-11,-4.53,Counts,0.0252,2022-03-19,Mens College Centex,0,6,11,-546.69,-5,1717.1,1350.62,1170.4099999999999,1355.1499999999999,1170.4099999999999,29.494331999999996,Chicago,0.35294117647058826,0.6470588235294118
89,Central Florida,Win 10-9,0.2,Counts,0.026600000000000002,2022-03-19,Mens College Centex,1,10,9,125,1,1228.58,1345.89,1353.58,1345.69,1353.58,36.005228,Chicago,0.5263157894736842,0.47368421052631576
17,Texas,Loss 7-13,-2.76,Counts,0.026600000000000002,2022-03-19,Mens College Centex,0,7,13,-557.53,-6,1802.52,1348.85,1244.99,1351.61,1244.99,33.116734,Chicago,0.35,0.65
73,Boston College,Win 13-11,5.26,Counts,0.026600000000000002,2022-03-20,Mens College Centex,1,13,11,228.84,2,1309.86,1340.83,1538.6999999999998,1335.57,1538.6999999999998,40.92942,Chicago,0.5416666666666666,0.4583333333333333
93,Kentucky,Win 11-8,7.34,Counts,0.029900000000000003,2022-04-02,Huck Finn 2022,1,11,8,365.61,3,1219,1338.75,1584.6100000000001,1331.41,1584.6100000000001,47.37983900000001,Chicago,0.5789473684210527,0.42105263157894735
44,Cincinnati,Loss 10-11,1.54,Counts,0.029900000000000003,2022-04-02,Huck Finn 2022,0,10,11,-125,-1,1521.03,1344.55,1396.03,1343.01,1396.03,41.741297,Chicago,0.47619047619047616,0.5238095238095238
59,Missouri S&T,Win 13-11,9.7,Counts,0.029900000000000003,2022-04-03,Huck Finn 2022,1,13,11,228.84,2,1432.38,1336.39,1661.22,1326.69,1661.22,49.670478,Chicago,0.5416666666666666,0.4583333333333333
30,Washington University,Loss 7-15,-10.35,Counts,0.029900000000000003,2022-04-03,Huck Finn 2022,0,7,15,-600,-8,1609.95,1356.44,1009.95,1366.79,1009.95,30.197505000000003,Chicago,0.3181818181818182,0.6818181818181818
63,Northwestern,Loss 5-15,-20.41,Counts,0.0355,2022-04-23,Illinois D I College Mens CC 2022,0,5,15,-600,-10,1391.62,1366.5,791.6199999999999,1386.91,791.6199999999999,28.102509999999995,Chicago,0.25,0.75
50,Illinois,Loss 8-10,-4.76,Counts,0.0346,2022-04-24,Illinois D I College Mens CC 2022,0,8,10,-262.67,-2,1475.72,1350.85,1213.05,1355.61,1213.05,41.971529999999994,Chicago,0.4444444444444444,0.5555555555555556
29,Purdue,Loss 12-13,5.72,Counts,0.037599999999999995,2022-04-30,Great Lakes D I College Mens Regionals 2022,0,12,13,-125,-1,1617.34,1340.37,1492.34,1334.6499999999999,1492.34,56.111983999999985,Chicago,0.48,0.52
12,Michigan,Loss 4-15,-2.59,Counts,0.037599999999999995,2022-05-01,Great Lakes D I College Mens Regionals 2022,0,4,15,-600,-11,1879.83,1348.68,1279.83,1351.27,1279.83,48.12160799999999,Chicago,0.21052631578947367,0.7894736842105263
50,Illinois,Loss 12-13,0.18,Counts,0.037599999999999995,2022-05-01,Great Lakes D I College Mens Regionals 2022,0,12,13,-125,-1,1475.72,1345.91,1350.72,1345.73,1350.72,50.787071999999995,Chicago,0.48,0.52
94,RIT,Win 12-11,1.14,Counts,0.0475,2022-02-27,Oak Creek Challenge,1,12,11,125,1,1214.58,1315.62,1339.58,1314.4799999999998,1339.58,63.63005,Delaware,0.5217391304347826,0.4782608695652174
99,Lehigh,Loss 10-13,-22.52,Counts,0.0475,2022-02-27,Oak Creek Challenge,0,10,13,-328.14,-3,1193.11,1339.27,864.9699999999999,1361.79,864.9699999999999,41.086074999999994,Delaware,0.43478260869565216,0.5652173913043478
55,Georgetown,Loss 11-13,-7.82,Counts,0.0754,2022-04-23,Colonial D I College Mens CC 2022,0,11,13,-228.84,-2,1449.63,1324.58,1220.7900000000002,1332.3999999999999,1220.7900000000002,92.047566,Delaware,0.4583333333333333,0.5416666666666666
24,Maryland,Loss 9-13,-3.64,Counts,0.08460000000000001,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,0,9,13,-418.57,-4,1695.97,1320.39,1277.4,1324.0300000000002,1277.4,108.06804000000002,Delaware,0.4090909090909091,0.5909090909090909
66,James Madison,Win 13-12,17.94,Counts,0.08460000000000001,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,1,13,12,125,1,1385.92,1298.82,1510.92,1280.8799999999999,1510.92,127.82383200000002,Delaware,0.52,0.48
2,North Carolina,Loss 7-13,25.27,Counts,0.08460000000000001,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,0,7,13,-557.53,-6,2147.8,1291.48,1590.2700000000002,1266.21,1590.2700000000002,134.53684200000004,Delaware,0.35,0.65
68,Virginia Tech,Win 13-12,15.84,Counts,0.08460000000000001,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,1,13,12,125,1,1363.18,1300.92,1488.18,1285.0800000000002,1488.18,125.90002800000002,Delaware,0.52,0.48
52,Berry,Loss 9-13,-11.49,Counts,0.0418,2022-03-05,FCS D III Tune Up,0,9,13,-418.57,-4,1469.16,1325.89,1050.5900000000001,1337.38,1050.5900000000001,43.914662,Navy,0.4090909090909091,0.5909090909090909
85,Richmond,Win 9-7,8.47,Counts,0.0383,2022-03-06,FCS D III Tune Up,1,9,7,279.34,2,1247.58,1305.93,1526.9199999999998,1297.46,1526.9199999999998,58.481035999999996,Navy,0.5625,0.4375
88,Harvard,Loss 11-15,-25.9,Counts,0.0526,2022-04-02,Atlantic Coast Open,0,11,15,-381.16,-4,1229.21,1340.29,848.05,1366.19,848.05,44.60743,Navy,0.4230769230769231,0.5769230769230769
55,Georgetown,Loss 13-14,0.57,Counts,0.0526,2022-04-02,Atlantic Coast Open,0,13,14,-125,-1,1449.63,1313.83,1324.63,1313.26,1324.63,69.675538,Navy,0.48148148148148145,0.5185185185185185
81,Cornell,Loss 11-13,-15.26,Counts,0.0526,2022-04-02,Atlantic Coast Open,0,11,13,-228.84,-2,1268.51,1329.65,1039.67,1344.91,1039.67,54.686642000000006,Navy,0.4583333333333333,0.5416666666666666
85,Richmond,Win 14-11,14.55,Counts,0.0557,2022-04-10,Northern Atlantic Coast D III College Mens CC 2022,1,14,11,313.34,3,1247.58,1299.84,1560.9199999999998,1285.29,1560.9199999999998,86.94324399999999,Navy,0.56,0.44
85,Richmond,Win 15-3,40.27,Counts,0.0702,2022-05-08,Atlantic Coast D III College Mens Regionals 2022,1,15,3,600,12,1247.58,1274.12,1847.58,1233.85,1847.58,129.70011599999998,Navy,0.8333333333333334,0.16666666666666666
16,Utah State,Loss 3-11,-50.16,Counts,0.3267,2022-03-12,Big Sky Brawl,0,3,11,-600,-8,1807.53,1361.05,1207.53,1411.21,1207.53,394.500051,Brigham Young-B,0.21428571428571427,0.7857142857142857
53,Tulane,Loss 9-10,1.69,Counts,0.0538,2022-03-19,Mens College Centex,0,9,10,-125,-1,1464.53,1308.17,1339.53,1306.48,1339.53,72.066714,Boston College,0.47368421052631576,0.5263157894736842
86,Iowa,Win 10-8,11.03,Counts,0.0524,2022-03-19,Mens College Centex,1,10,8,262.67,2,1246.84,1298.82,1509.51,1287.79,1509.51,79.098324,Boston College,0.5555555555555556,0.4444444444444444
47,Florida,Loss 8-11,-9.84,Counts,0.0538,2022-03-19,Mens College Centex,0,8,11,-365.61,-3,1502.41,1319.69,1136.8000000000002,1329.53,1136.8000000000002,61.15984000000001,Boston College,0.42105263157894735,0.5789473684210527
70,Chicago,Loss 11-13,-10.95,Counts,0.0538,2022-03-20,Mens College Centex,0,11,13,-228.84,-2,1346.09,1320.81,1117.25,1331.76,1117.25,60.10805,Boston College,0.4583333333333333,0.5416666666666666
80,Arkansas,Win 12-9,17.75,Counts,0.0538,2022-03-20,Mens College Centex,1,12,9,345.37,3,1276.74,1292.1,1622.1100000000001,1274.35,1622.1100000000001,87.269518,Boston College,0.5714285714285714,0.42857142857142855
76,Texas A&M,Loss 2-9,-28.06,Counts,0.044500000000000005,2022-03-20,Mens College Centex,0,2,9,-600,-7,1307.4,1337.91,707.4000000000001,1365.97,707.4000000000001,31.47930000000001,Boston College,0.18181818181818182,0.8181818181818182
13,Northeastern,Loss 4-13,-2.51,Counts,0.0678,2022-04-16,Metro Boston D I College Mens CC 2022,0,4,13,-600,-9,1875.37,1312.36,1275.37,1314.87,1275.37,86.470086,Boston College,0.23529411764705882,0.7647058823529411
19,Tufts,Loss 9-11,13.4,Counts,0.0678,2022-04-17,Metro Boston D I College Mens CC 2022,0,9,11,-249.21,-2,1743.43,1296.45,1494.22,1283.05,1494.22,101.308116,Boston College,0.45,0.55
88,Harvard,Win 12-5,36.13,Counts,0.065,2022-04-17,Metro Boston D I College Mens CC 2022,1,12,5,600,7,1229.21,1273.72,1829.21,1237.59,1829.21,118.89865,Boston College,0.7058823529411765,0.29411764705882354
8,Massachusetts,Loss 5-13,0,Ignored,0,2022-05-07,New England D I College Mens Regionals 2022,0,5,13,-600,-8,1970.45,1309.86,1370.45,1309.86,0,0,Boston College,0.2777777777777778,0.7222222222222222
6,Vermont,Loss 5-13,0,Ignored,0,2022-05-07,New England D I College Mens Regionals 2022,0,5,13,-600,-8,1997.7,1309.86,1397.7,1309.86,0,0,Boston College,0.2777777777777778,0.7222222222222222
19,Tufts,Loss 5-13,-14.59,Counts,0.0806,2022-05-07,New England D I College Mens Regionals 2022,0,5,13,-600,-8,1743.43,1324.45,1143.43,1339.04,1143.43,92.160458,Boston College,0.2777777777777778,0.7222222222222222
88,Harvard,Win 10-8,15.5,Counts,0.0785,2022-05-08,New England D I College Mens Regionals 2022,1,10,8,262.67,2,1229.21,1294.36,1491.88,1278.86,1491.88,117.11258000000001,Boston College,0.5555555555555556,0.4444444444444444
97,Williams,Win 12-11,0.74,Counts,0.038,2022-03-06,No Sleep Till Brooklyn 2022,1,12,11,125,1,1201.4,1306.86,1326.4,1306.12,1326.4,50.403200000000005,Columbia,0.5217391304347826,0.4782608695652174
94,RIT,Loss 9-11,-21.98,Counts,0.0603,2022-04-30,Metro East D I College Mens Regionals 2022,0,9,11,-249.21,-2,1214.58,1329.59,965.3699999999999,1351.57,965.3699999999999,58.21181099999999,Columbia,0.45,0.55
91,Princeton,Win 15-13,8.51,Counts,0.0603,2022-05-01,Metro East D I College Mens Regionals 2022,1,15,13,214.18,2,1225.88,1299.1,1440.0600000000002,1290.59,1440.0600000000002,86.83561800000001,Columbia,0.5357142857142857,0.4642857142857143
81,Cornell,Loss 11-15,-26.99,Counts,0.0603,2022-05-01,Metro East D I College Mens Regionals 2022,0,11,15,-381.16,-4,1268.51,1334.6,887.3499999999999,1361.59,887.3499999999999,53.50720499999999,Columbia,0.4230769230769231,0.5769230769230769
62,California-San Diego,Win 12-10,11.6,Counts,0.0329,2022-02-19,Presidents Day Invite 2022,1,12,10,238.12,2,1410.32,1295.82,1648.44,1284.22,1648.44,54.233676,Southern California,0.5454545454545454,0.45454545454545453
61,Stanford,Loss 8-11,-8.43,Counts,0.0329,2022-02-19,Presidents Day Invite 2022,0,8,11,-365.61,-3,1425.12,1315.85,1059.5099999999998,1324.28,1059.5099999999998,34.85787899999999,Southern California,0.42105263157894735,0.5789473684210527
81,Cornell,Loss 7-8,-4.94,Counts,0.0292,2022-02-19,Presidents Day Invite 2022,0,7,8,-125,-1,1268.51,1312.36,1143.51,1317.3,1143.51,33.390492,Southern California,0.4666666666666667,0.5333333333333333
49,Utah,Win 11-7,21.65,Counts,0.032,2022-02-20,Presidents Day Invite 2022,1,11,7,466.89,4,1494.93,1285.78,1961.8200000000002,1264.1299999999999,1961.8200000000002,62.778240000000004,Southern California,0.6111111111111112,0.3888888888888889
61,Stanford,Win 10-9,8.26,Counts,0.0329,2022-02-20,Presidents Day Invite 2022,1,10,9,125,1,1425.12,1299.17,1550.12,1290.91,1550.12,50.99894799999999,Southern California,0.5263157894736842,0.47368421052631576
7,Cal Poly-SLO,Loss 4-14,0,Ignored,0,2022-02-21,Presidents Day Invite 2022,0,4,14,-600,-10,1976.49,1307.42,1376.49,1307.42,0,0,Southern California,0.2222222222222222,0.7777777777777778
49,Utah,Loss 7-10,-6.49,Counts,0.0311,2022-02-21,Presidents Day Invite 2022,0,7,10,-389.67,-3,1494.93,1313.91,1105.26,1320.4,1105.26,34.373585999999996,Southern California,0.4117647058823529,0.5882352941176471
